index,Recency,Frequency,Monetary,TotalOrders,AvgOrderValue,ActiveDays,Predicted_CLV,LogMonetary,Log_Predicted_CLV
12393.0,72,6,2399.4500000000003,6,399.9083333333333,356,2404.4104550447328,7.783411498760109,7.785475835356109
12394.0,64,2,1272.48,2,636.24,153,1273.2201568280925,7.149508589545504,7.150089628759975
12395.0,19,15,5067.27,15,337.81800000000004,583,5015.876418333274,8.53075481547577,8.520562791598302
12396.0,674,1,931.43,1,931.4300000000001,0,931.2257022081088,6.837794081676172,6.83757495511842
12397.0,36,2,2409.9,2,1204.9500000000003,99,2453.126145220399,7.7877554007552545,7.805526027870013
12398.0,46,1,1635.6599999999999,1,1635.6599999999999,0,1651.7584748368747,7.4004128587924045,7.410200973919116
12399.0,119,7,1962.3,7,280.3285714285715,525,1963.9626265359109,7.582382009904704,7.583228504547887
12400.0,414,1,205.25,1,205.25,0,205.26236598673796,5.32908902521479,5.329148979716819
12401.0,303,1,84.3,1,84.3,0,84.23260132661056,4.446174454497633,4.445384005323993
12402.0,323,6,1256.9,6,209.48333333333338,347,1258.4807195148835,7.137198942844827,7.138454787628559
12403.0,50,2,1019.36,2,509.68000000000006,471,1019.9250398386051,6.927910785185701,6.9284643970938955
12404.0,682,1,63.24,1,63.24,0,63.33794516520269,4.162626069638506,4.164149584173162
12405.0,149,1,1710.39,1,1710.3900000000003,0,1709.1345480583188,7.445061184797548,7.444327329476395
12406.0,22,5,6390.36,5,1278.072,675,6480.618463201583,8.762702357276806,8.776725521000525
12407.0,50,5,1708.1200000000001,5,341.6239999999999,214,1709.2676197112787,7.4437338971514055,7.444405140006561
12408.0,33,8,4340.7699999999995,8,542.5962499999999,465,4319.898269457587,8.37603737805411,8.371218592367951
12409.0,79,7,23419.29,7,3345.6128571428567,486,22080.4877622902,10.061358019654037,10.00249487865957
12410.0,309,3,1013.71,3,337.90333333333336,193,1013.1891040342715,6.9223581363660704,6.921844659893892
12411.0,410,1,346.9,1,346.9,0,347.0615795781225,5.8519150821578965,5.852379416930869
12412.0,75,6,2596.93,6,432.8216666666667,464,2595.2965591424663,7.862470253064629,7.861841308257243
12413.0,67,4,999.45,4,249.8625,335,999.5513242388563,6.908205177762502,6.908306451297622
12414.0,217,6,952.41,6,158.735,246,950.5633319535141,6.860045031492727,6.858106244640478
12415.0,24,28,144458.37,28,5159.2275,503,106191.96949512644,11.88075357052652,11.573013184987756
12416.0,657,1,202.56,1,202.56,0,202.6809655941609,5.315960801720632,5.316554875539026
12417.0,3,20,6816.91,20,340.8455,730,6687.47327691794,8.827308252258714,8.808140917350212
12418.0,113,4,2021.2,4,505.3,517,2018.040054645573,7.6119413066572985,7.610377456969727
12419.0,386,2,503.01,2,251.505,27,503.5433558959284,6.222596109144375,6.223653774447912
12420.0,64,1,600.39,1,600.3900000000001,0,600.7191789497127,6.3992436425478765,6.399790856323129
12421.0,16,6,1098.6,6,183.10000000000002,489,1097.6844863331623,7.00270175629109,7.001868821586361
12422.0,96,17,5231.8,17,307.75294117647064,625,5213.941457651896,8.562701786647002,8.559283141610003
12423.0,1,10,2622.39,10,262.239,465,2619.850126130953,7.872222653526559,7.8712540197468135
12424.0,163,4,3340.03,4,835.0074999999999,385,3342.5109621919223,8.114034421663943,8.11477672014633
12425.0,78,2,1741.41,2,870.7049999999999,370,1744.565623185599,7.4630244913725114,7.464833921476089
12426.0,195,2,1345.21,2,672.605,468,1345.1795729248465,7.205048515865767,7.20502591358305
12427.0,22,3,1129.3,3,376.4333333333334,349,1129.0140650392464,7.030238363196686,7.02998535856631
12428.0,26,9,7956.46,9,884.0511111111111,257,8045.0263699390425,8.981865132439246,8.992933629901708
12429.0,9,8,7485.91,8,935.73875,537,7452.5782216301795,8.920911441322318,8.916449494272735
12430.0,43,1,256.4,1,256.4,0,256.4362678887339,5.5506312951620265,5.5507721861250605
12431.0,36,27,10857.97,27,402.1470370370371,658,10664.395101159102,9.292746745527754,9.27475967674143
12432.0,43,5,5059.32,5,1011.8639999999998,129,5146.117475306366,8.529185001388596,8.546192123426945
12433.0,1,10,20581.26,10,2058.126,476,19351.63645097373,9.93218481871349,9.870583939872962
12434.0,85,3,1103.43,3,367.8100000000001,296,1102.130598395932,7.007084643758051,7.005907415141923
12435.0,80,6,13925.93,6,2320.9883333333332,657,20530.866555830384,9.541579654832375,9.929733424332674
12436.0,100,1,509.01,1,509.01000000000005,0,508.8787334393824,6.234430333369278,6.234172919874965
12437.0,2,39,12683.4,39,325.21538461538466,735,12960.769029126952,9.44812817095412,9.469759459752133
12438.0,14,2,2906.85,2,1453.4250000000002,125,2958.3021212097456,7.9751692554798295,7.99270874965845
12439.0,683,2,1158.18,2,579.09,43,1158.202034125672,7.055468137579511,7.055487145771731
12440.0,462,2,859.2,2,429.59999999999997,255,860.4573715701285,6.757164920349636,6.758625573107197
12441.0,367,1,347.1,1,347.1,0,347.15160714734805,5.8524897948173935,5.852638037627644
12442.0,3,1,172.06,1,172.06,0,171.98114010641592,5.153638355178593,5.153182571829104
12443.0,732,1,485.31,1,485.31,0,485.5655080568734,6.186846280636522,6.1873715442712465
12444.0,21,5,5005.46,5,1001.092,149,5088.828631467869,8.518484357502437,8.534999441289758
12445.0,22,2,434.98,2,217.49,398,435.06258491894386,6.077596370737269,6.0777857764397405
12446.0,58,1,1002.3100000000001,1,1002.3100000000001,0,1003.3863042432204,6.9110598129904375,6.912131991431024
12447.0,243,1,476.49,1,476.49,0,475.1055971412302,6.168543217293113,6.165639672361636
12448.0,44,1,449.45,1,449.4500000000001,0,449.8110247277878,6.110247083097449,6.111048237784477
12449.0,22,6,4835.89,6,805.9816666666666,416,4756.281445173699,8.484027231195778,8.467431659107971
12450.0,156,5,688.2,5,137.64000000000001,318,688.5351589711611,6.5355315046537745,6.536017687914689
12451.0,11,8,12669.88,8,1583.7350000000001,518,12315.644096136088,9.447061726309741,9.418706805187162
12452.0,17,2,430.57,2,215.285,0,430.30982914539845,6.067429722163682,6.066826692973063
12453.0,134,1,707.09,1,707.0899999999999,0,704.9091820766971,6.562571204258897,6.559486591933625
12454.0,56,5,16679.78,5,3335.9559999999997,364,19113.17880008599,9.72201243740933,9.858185684186788
12455.0,73,10,5879.95,10,587.995,648,5856.736565501711,8.679473592468364,8.675518556335819
12456.0,44,3,3181.04,3,1060.3466666666666,210,3228.681456069707,8.065277779528966,8.080138790941534
12457.0,66,8,2995.91,8,374.48875,368,3023.2720996288936,8.005337036835723,8.014425713287473
12458.0,71,4,1777.49,4,444.37249999999995,416,1781.94578441267,7.483519968656931,7.486022210453375
12459.0,605,1,454.36,1,454.3599999999999,0,454.5924202810679,6.121088314901487,6.121598594650323
12460.0,456,1,326.65,1,326.65,0,326.60702226950264,5.791945965485506,5.79181478724827
12461.0,94,2,826.88,2,413.44,60,826.897264848518,6.718868216346018,6.718889070417257
12462.0,19,2,1189.59,2,594.7950000000001,284,1187.9815316576096,7.082204261557526,7.080852363902032
12463.0,53,4,1344.78,4,336.19500000000005,188,1346.5033900093442,7.204729049594601,7.2060088185568665
12464.0,10,8,1212.05,8,151.50625,299,1208.3635835652992,7.100893128209941,7.097849536227584
12465.0,17,2,742.1899999999999,2,371.095,152,742.4218571927279,6.610951732080795,6.611263659089161
12466.0,682,1,56.73,1,56.73,0,56.469130123858136,4.055776969072842,4.051247936227233
12467.0,423,1,132.8,1,132.8,0,132.73839484713443,4.896346147694128,4.8958856145135385
12468.0,188,5,3670.74,5,734.1479999999999,495,3710.9047391039685,8.208420943133293,8.219300430619887
12469.0,523,2,3070.54,2,1535.27,14,3128.0635794560044,8.029934343472139,8.048489062879513
12470.0,690,1,211.95,1,211.95,0,211.87105064195464,5.3610573963692225,5.360686586336083
12471.0,2,79,39963.79,79,505.8707594936709,730,36660.09855009537,10.595754095448541,10.50947148685022
12472.0,32,19,17880.59,19,941.0836842105265,693,17836.1018249022,9.791526970948304,9.789035939175871
12473.0,29,5,3938.5499999999997,5,787.71,162,4015.1996073103064,8.278821782571185,8.298091363151926
12474.0,17,31,12424.45,31,400.7887096774194,649,12538.430815703998,9.427502067612823,9.436633423659488
12475.0,54,2,1149.64,2,574.82,356,1151.5364687289107,7.048073588295634,7.049720417518899
12476.0,16,23,14115.41,23,613.7134782608696,486,14292.04943023977,9.555093229428618,9.567528644256159
12477.0,23,9,20276.37,9,2252.93,600,20210.158618001493,9.917260764877222,9.913990137700566
12478.0,4,1,680.99,1,680.9900000000001,0,681.7703308981531,6.525014994979364,6.526158537864547
12479.0,11,1,527.2,1,527.2,0,525.4805041629699,6.269474999863032,6.266214301758273
12480.0,28,7,5464.85,7,780.6928571428572,479,5483.532937529791,8.606274923740443,8.609687216399914
12481.0,23,15,12361.39,15,824.0926666666667,584,12259.148414372765,9.422414078014738,9.414109314993828
12482.0,576,29,23691.4,29,816.944827586207,77,19904.2593295622,10.072909600590481,9.898739263712383
12483.0,17,19,5120.58,19,269.5042105263158,660,5069.570654250212,8.541218264178296,8.531208645330318
12484.0,33,12,6370.15,12,530.8458333333333,648,6420.210497500304,8.759535266023915,8.767361929923007
12485.0,529,1,708.1,1,708.1000000000001,0,707.8898833040657,6.563996560309951,6.563700201781662
12486.0,432,1,1037.28,1,1037.2800000000002,0,1037.3185324051767,6.945320776868279,6.9453578879463995
12487.0,731,1,285.29999999999995,1,285.29999999999995,0,285.133674442803,5.657040212104069,5.656459094782348
12488.0,10,3,1298.66,3,432.88666666666677,65,1300.3240422185472,7.169857970780942,7.171137519150769
12489.0,336,1,334.93,1,334.92999999999995,0,334.5683048685577,5.816902804925467,5.815825526952315
12490.0,5,21,9823.64,21,467.79238095238094,733,9895.850245723546,9.192648794844782,9.199971828502385
12491.0,39,1,460.40000000000003,1,460.40000000000003,0,461.89555350663284,6.134265345739653,6.137501442259037
12492.0,63,3,715.21,3,238.40333333333334,340,715.9174576844508,6.573973420047142,6.574960712193591
12493.0,166,2,433.74,2,216.87,31,433.77149564481533,6.0747481512447195,6.074820595703446
12494.0,16,9,1872.8700000000001,9,208.09666666666664,560,1883.2191586622869,7.535761090061292,7.541268774624802
12495.0,641,1,357.4,1,357.4,0,357.5941272071887,5.881649681100775,5.882191184035223
12496.0,620,2,54.09,2,27.045,0,54.199402288254255,4.008968211484625,4.010952125113089
12497.0,82,3,6248.5,3,2082.8333333333335,563,6176.6989224508425,8.740256739530276,8.728701138469507
12498.0,21,3,403.70000000000005,3,134.56666666666666,36,403.3682539849853,6.00314605188182,6.002325982544103
12499.0,560,1,393.72,1,393.71999999999997,0,393.77194848635327,5.9781766527810465,5.978308252568803
12500.0,23,19,5955.21,19,313.4321052631579,650,5892.968659061451,8.692189651745124,8.681684845852462
12501.0,337,1,2169.39,1,2169.3900000000003,0,2202.1834562823597,7.682662153888476,7.697658618996652
12502.0,96,5,3723.87,5,744.774,214,3750.690408452257,8.222787230875806,8.229961792982932
12503.0,584,1,1126.0,1,1126.0,0,1127.7272379958595,7.027314514039777,7.028845938854208
12504.0,18,4,779.05,4,194.76250000000002,578,779.8043971685335,6.659358020193259,6.660324666702561
12505.0,409,1,955.2,1,955.1999999999999,0,956.0557981769539,6.862967096192003,6.863861695058338
12506.0,233,1,73.5,1,73.50000000000001,0,73.43149699935992,4.310799125385514,4.3098791990186776
12507.0,134,4,1844.06,4,461.015,450,1826.157869533178,7.520267076271057,7.510516961803778
12508.0,26,2,398.27,2,199.135,2,398.25285856392907,5.989637879766574,5.989594946904003
12509.0,284,1,176.5,1,176.5,0,176.53694022259063,5.178970608915471,5.179178701192859
12510.0,143,9,5178.02,9,575.3355555555556,592,5172.126116084352,8.552371128165808,8.55123244938628
12511.0,429,1,3084.02,1,3084.0200000000004,0,2975.0723227185026,8.034313419300645,7.998359697646438
12512.0,66,2,138.03,2,69.015,0,136.371574514082,4.9346897371814515,4.922689477119589
12513.0,113,1,612.29,1,612.2900000000001,0,612.9088583999463,6.418837907265026,6.4198464780409354
12514.0,267,2,1597.76,2,798.8800000000001,374,1615.6226632797332,7.3769836077601205,7.388094476303131
12515.0,353,1,383.7,1,383.70000000000005,0,383.8377813475475,5.95246380975825,5.952821898346905
12516.0,78,4,2648.62,4,662.1550000000001,521,2641.328114245917,7.882171512471631,7.879415668985785
12517.0,28,5,2502.84,5,500.56800000000004,161,2500.584243069834,7.825580832414862,7.824679507382922
12518.0,1,5,2056.89,5,411.378,109,2052.4456981389926,7.629436465014086,7.62727448948184
12519.0,64,2,726.54,2,363.27,413,726.3366203740871,6.589668980352017,6.589389397019122
12520.0,79,5,2634.26,5,526.8520000000001,194,2633.5778764833194,7.876737127834484,7.876478249464227
12521.0,143,1,599.68,1,599.68,0,600.1985953550098,6.39806234681208,6.398925321473911
12522.0,39,2,192.72,2,96.36000000000001,12,192.7039839969831,5.266413817535028,5.266331138074347
12523.0,19,23,4372.15,23,190.09347826086955,712,4311.2283461574525,8.383238852219565,8.36921006716015
12524.0,9,17,11126.11,17,654.4770588235294,660,10798.647006065112,9.317139751972052,9.287268727954556
12525.0,498,3,973.73,3,324.5766666666667,149,973.6951936179968,6.882160509570649,6.882124800191165
12526.0,1,3,1316.66,3,438.88666666666677,93,1312.793501771816,7.183612715167257,7.180674034314169
12527.0,82,5,735.51,5,147.102,447,732.4868466069966,6.601922813543027,6.597809665052783
12528.0,9,6,1933.48,6,322.2466666666667,303,1932.5724842380585,7.567593835498341,7.567124598960166
12529.0,528,1,316.48,1,316.47999999999996,0,316.56690789083524,5.760414824222675,5.760688529646
12530.0,60,9,3759.26,9,417.6955555555556,582,3851.264192806,8.232243382929433,8.256416356445136
12531.0,15,2,1933.2,2,966.6,671,1947.2062244153071,7.567449083282863,7.574664343288792
12532.0,30,1,349.83000000000004,1,349.83000000000004,0,349.5780738142705,5.860301775655642,5.85958343149632
12533.0,628,2,1367.89,2,683.945,110,1363.6842983951096,7.221755471439273,7.218678397641944
12534.0,131,1,1089.18,1,1089.18,0,1091.4378657387947,6.9940980992041535,6.996167051886754
12535.0,92,2,716.35,2,358.175,94,716.7054545328883,6.575563866544399,6.576059254425104
12536.0,43,3,12601.830000000002,3,4200.610000000001,15,12506.600933032976,9.441676670894656,9.434091813130557
12537.0,409,1,732.94,1,732.94,0,734.1076501690716,6.598427281404094,6.600016951303269
12538.0,29,2,640.45,2,320.22499999999997,349,640.3842391827677,6.463731238695349,6.463628714432617
12539.0,22,7,11214.75,7,1602.107142857143,694,11226.218005461535,9.325074319439649,9.326096288232446
12540.0,20,33,22254.49,33,674.3784848484847,712,22063.997453910844,10.010343998731724,10.001747806313242
12541.0,30,3,981.18,3,327.06000000000006,251,981.1857923797343,6.889774590946187,6.889780488401495
12542.0,484,2,481.88,2,240.94,156,482.14335321743584,6.179768175579484,6.180313407168519
12543.0,448,1,980.25,1,980.25,0,979.9512686777879,6.888827269096618,6.888522783181449
12544.0,36,1,372.7,1,372.70000000000005,0,372.8063899870123,5.923453336491439,5.923737989543655
12545.0,75,2,1000.39,2,500.195,184,1002.6810699966597,6.9091443138264115,6.911429590421374
12546.0,47,2,1161.5,2,580.75,31,1161.6422653745633,7.058328137461511,7.0584505087906635
12547.0,198,3,383.58,3,127.85999999999997,302,383.84281838552647,5.952151829722441,5.952834986991677
12548.0,166,1,95.19999999999999,1,95.19999999999999,0,95.03314703314501,4.566429357671661,4.564693413467125
12549.0,576,6,1575.68,6,262.6133333333333,121,1580.9737213403791,7.363076649441731,7.366428537153212
12550.0,79,1,964.83,1,964.83,0,962.7273640206727,6.872987835288763,6.87080843720422
12551.0,358,1,168.0,1,168.0,0,168.0060645403753,5.1298987149230735,5.129934599133519
12552.0,39,2,437.82,2,218.91,0,437.4795329975801,6.084089306213804,6.0833131356889
12553.0,8,12,4608.75,12,384.0625,415,4647.652564723615,8.435928904585275,8.444332685562486
12554.0,449,1,468.5,1,468.5,0,468.79367328637016,6.1516682986483175,6.152293605310741
12555.0,682,1,129.23,1,129.23,0,129.64059231748652,4.869302117979612,4.872449982619219
12556.0,50,2,603.71,2,301.85499999999996,100,603.9669270242139,6.404749004268278,6.405173790460918
12557.0,16,8,18716.14,8,2339.5175000000004,706,19313.36871460919,9.837194960582092,9.86860459088048
12558.0,8,1,269.96,1,269.96000000000004,0,269.68191971162616,5.601971208509516,5.600944403520145
12559.0,311,2,561.71,2,280.85499999999996,8,561.5301186218958,6.33276439774036,6.332444676861838
12560.0,5,3,2134.01,3,711.3366666666667,137,2128.888972578744,7.666226609492505,7.663825131795002
12561.0,303,1,238.85,1,238.85,0,238.94142959848378,5.480013727948073,5.480394850218919
12562.0,8,9,4966.92,9,551.88,427,4999.651790826163,8.510756520424078,8.517323541085583
12563.0,409,1,249.24,1,249.24,0,249.44385140964914,5.522420457356946,5.52323474933117
12564.0,261,1,456.9,1,456.90000000000003,0,457.09469354713616,6.12665081966305,6.127075917213155
12565.0,289,1,145.92,1,145.92000000000002,0,145.84149515513639,4.989888220951467,4.989353740782845
12566.0,86,1,351.65,1,351.65,0,351.488458012901,5.865476063654188,5.865017878490439
12567.0,23,15,13709.86,15,913.9906666666667,644,13613.603174933087,9.525943498524859,9.518898258515867
12568.0,645,1,70.0,1,70.0,0,70.19081301538114,4.2626798770413155,4.265363779409906
12569.0,2,32,4124.69,32,128.89656250000002,250,4501.342831979351,8.324988557507531,8.412353169606728
12570.0,682,1,77.52,1,77.52,0,77.44603342642155,4.3633533694082605,4.362410916096054
12571.0,40,2,519.61,2,259.805,81,519.6061936267772,6.255001200981438,6.254993889583005
12572.0,9,2,1020.42,2,510.21,43,1021.1068010328852,6.928949094989139,6.929621267292822
12573.0,227,5,717.41,5,143.48200000000003,237,721.1143340100665,6.577040436712936,6.582183483710287
12574.0,316,1,218.45,1,218.45000000000002,0,218.72412325379662,5.391124416134243,5.392372774244985
12575.0,457,2,622.8199999999999,2,311.40999999999997,69,623.2128680627903,6.435861865217934,6.43649144491222
12576.0,36,8,2142.72,8,267.84,490,2146.4368364090888,7.670297916647234,7.672030240810758
12577.0,35,8,1653.75,8,206.71875,700,1656.1631865453737,7.4114052189990325,7.412862495706793
12578.0,21,4,4642.45,4,1160.6125000000002,422,4662.189755546277,8.443212903418239,8.447454989856881
12579.0,78,1,440.42,1,440.41999999999996,0,440.4409929423691,6.0899968031722285,6.090044359792219
12580.0,247,2,1052.9,2,526.45,329,1053.1229469039663,6.960252847939891,6.960464370214945
12581.0,40,1,197.71,1,197.70999999999998,0,197.62459597761256,5.291846475417725,5.291416590758462
12582.0,239,4,1980.4,4,495.1,338,1983.4639143271888,7.59155894453893,7.593104088297244
12583.0,3,27,14447.44,27,535.0903703703704,730,14093.216293028174,9.578341729235134,9.553519800230697
12584.0,4,9,2338.15,9,259.7944444444445,276,2332.191308487234,7.757542894498013,7.754992269725636
12585.0,234,2,2040.1,2,1020.0499999999998,117,2043.9643417779948,7.621244157199997,7.623135631541503
12586.0,17,4,2062.67,4,515.6675,706,2057.1113422885346,7.632241230097758,7.6295440171115425
12587.0,8,1,144.0,1,144.0,0,143.80127306457314,4.976733742420574,4.975362271795379
12588.0,39,4,958.78,4,239.69500000000002,558,957.874642600424,6.866704091532522,6.865760349551375
12589.0,29,8,4695.66,8,586.9575,660,4707.589151074917,8.454606896777193,8.457143598842213
12590.0,211,2,9864.26,2,4932.13,0,10562.885305386193,9.196774773912752,9.265196416238261
12591.0,317,3,1352.15,3,450.7166666666667,91,1352.0756880872118,7.210190486770758,7.210135567542746
12592.0,92,5,2582.66,5,516.5319999999999,427,2589.5346260770684,7.856962277297855,7.859619552726819
12593.0,109,3,418.09999999999997,3,139.36666666666665,110,418.47956030883347,6.038109554931026,6.039014800784177
12594.0,38,15,5090.110000000001,15,339.3406666666667,608,5013.607107846502,8.535251160425936,8.520110353926533
12595.0,505,1,299.02,1,299.02000000000004,0,298.6269702791516,5.703849139100744,5.702538268549871
12596.0,51,2,618.27,2,309.135,190,618.522595417185,6.428541364981557,6.428949174039539
12597.0,19,4,3811.22,4,952.8049999999998,248,3770.991529039993,8.245966975595675,8.23535839800321
12598.0,10,11,4534.09,11,412.19,639,4523.268892639316,8.419600207997298,8.417211272392633
12599.0,29,13,2296.72,13,176.67076923076917,548,2337.8563261838663,7.739672605902305,7.757417339380708
12600.0,29,21,5043.92,21,240.18666666666667,703,5051.6566985647305,8.526137075377541,8.52766946286211
12601.0,190,6,681.26,6,113.54333333333334,214,670.0369886154427,6.525410816864686,6.508824260065555
12602.0,59,1,153.12,1,153.12,0,153.04733804260462,5.037731519757957,5.03725994506608
12603.0,22,1,739.1999999999999,1,739.1999999999999,0,738.9602901067368,6.606920419952056,6.606596522740435
12604.0,79,2,254.18,2,127.08999999999999,182,254.49308183158251,5.541969178493598,5.5431953322970635
12605.0,376,4,1232.95,4,308.2375,81,1231.6744507265137,7.117975685005857,7.116941438072311
12606.0,682,1,21.0,1,21.0,0,20.999087494344153,3.091042453358316,3.091000974968288
12607.0,60,1,1579.51,1,1579.51,0,1584.6544673065337,7.3655028587473295,7.368752514213366
12608.0,405,1,415.79,1,415.78999999999996,0,415.6325538482513,6.03258249782888,6.032204667512446
12609.0,78,9,3435.86,9,381.7622222222223,641,3443.6411977713537,8.14231354282266,8.144575026433287
12610.0,23,5,2099.54,5,419.908,103,2105.120413711915,7.6499497335130995,7.652602867560791
12611.0,52,1,1193.32,1,1193.32,0,1192.2817535190454,7.085332264745334,7.08446256648442
12612.0,74,1,704.0400000000001,1,704.04,0,703.3735878856224,6.558254538791405,6.55730888001563
12613.0,57,10,6835.07,10,683.507,668,6751.759057689824,8.829968284089432,8.817706449638724
12614.0,278,1,315.6,1,315.59999999999997,0,315.7338688417582,5.757639147446912,5.758061890806577
12615.0,2,8,5740.98,8,717.6225000000001,629,5788.605026473338,8.65555937756801,8.66381935174163
12616.0,95,3,1131.1,3,377.0333333333333,293,1131.2061923252197,7.031829594084064,7.031923390873259
12617.0,29,1,355.53,1,355.53000000000003,0,355.54065484382454,5.876418387786464,5.876448272185025
12618.0,22,1,177.31,1,177.31,0,177.31671054022763,5.183523608545955,5.183561241959438
12619.0,16,10,3781.38,10,378.1379999999999,544,3775.380925548116,8.238108720109691,8.236521402883874
12620.0,15,3,1339.41,3,446.47,189,1342.3901132707117,7.20073081629489,7.2029516333228125
12621.0,2,35,24775.81,35,707.8802857142857,666,24800.401641285112,10.117663414047277,10.118655448349758
12622.0,232,1,180.1,1,180.09999999999997,0,179.9345758473708,5.199049364889367,5.198135506516837
12623.0,276,7,3747.84,7,535.4057142857143,420,3755.940723071117,8.229201737777698,8.231360267720225
12624.0,106,2,641.13,2,320.565,71,640.9899430724648,6.464790775403018,6.464572638571103
12625.0,212,4,5164.88,4,1291.2199999999998,384,5027.619856241968,8.549830744582277,8.522900842987166
12626.0,23,9,6620.48,9,735.6088888888888,303,6565.551588160023,8.798074188898816,8.78974410125873
12627.0,11,7,4478.53,7,639.7900000000001,129,4437.940208187386,8.407273409191232,8.39817093508515
12628.0,4,3,786.46,3,262.1533333333333,60,786.3592136623154,6.668812575758953,6.668684578415578
12629.0,386,2,1558.22,2,779.1099999999999,37,1552.5892064893314,7.3519409752019005,7.348323150093599
